792562,328974,223385,312318,584483,829898,290392,402495,862044,614702,991188,203619,827193,675830,248875,475734,399016,599399,800504,104979,821425,841071,354442,430013,572197,700796,742445,757861,389068,429246,956341,572929,849708,276273,622286,588321,963466,85811,500449,521542,90075,904658,884378,438934,781702,148380,619779,260550,445601,843985,196125,303782,483243,337746,798466,987487,158964,236804,702208,375410,973703,972304,643663,860086,401824,631895,985236,559434,933586,720316,483987,638996,887627,198657,395306,992176,402292,658823,901339,995382,653129,108347,36018,618054,567102,961962,746081,662483,523266,259821,961991,540159,30173,696285,519669,58937,890026,330136,229624,113860
310854,228355,651963,66067,275359,281749,880055,444275,755890,603257,783245,113842,978563,848582,50552,466149,325586,630169,230222,579844,603117,599840,448373,35327,513767,407671,107957,459822,450828,551096,805386,700821,872224,52097,219603,459588,958530,790025,451820,333362,59001,740880,506746,199846,427137,168607,751671,368288,941813,17074,829040,626554,538701,650473,726603,94398,877563,14264,294232,179833,926288,68087,581052,637116,651235,864609,55858,816838,528876,694321,212326,543235,702491,956431,444487,85306,57246,629414,796159,691161,345243,946812,520143,953809,73503,206953,775006,914180,782530,295464,151761,847896,784834,270759,227734,320956,829546,822165,570640,571787
285947,699104,796238,441534,446161,465609,278967,675344,903656,908518,747172,260438,689607,131744,123413,190822,145647,585003,73269,822309,722876,925852,492588,654849,890113,538480,282134,975956,36329,326178,973012,364969,309081,120825,915758,135392,332051,897471,499599,615250,583092,698224,29235,527836,31976,827126,339921,846696,245994,581450,937672,47692,53883,20520,681447,598589,113942,796226,617813,70121,69186,135921,788871,92308,237793,243573,104733,858339,698170,733716,650496,516223,326321,661743,117477,147732,19667,964289,970371,123773,467357,656660,290115,754513,558074,427736,267121,753712,898367,728418,406771,938311,255353,533117,954751,267675,250010,927666,68489,299331
591543,203220,635847,798351,501652,650778,795935,233297,600800,112374,515718,837825,920783,498178,277539,652486,917291,509791,974190,197199,111096,297284,396359,420698,311407,693813,91781,402029,295111,306428,105472,593788,282656,155137,559,283524,550767,870890,42158,904713,130887,833713,800449,917873,137218,504683,404899,173490,575142,606179,214367,519885,989186,489865,694843,411363,34680,292761,801423,346437,83224,511058,366770,739454,524693,804502,816894,189391,123606,820979,637862,16021,895945,515327,544477,606403,760413,855333,382807,84558,733847,331923,839734,371661,828199,176436,129433,879872,43984,686689,733747,437117,379777,979656,398934,440131,156724,325967,313994,894491
246949,310610,408810,707982,143552,871310,83064,461684,30292,753177,700013,214434,679873,557249,850665,558522,901765,419460,358065,488937,255888,929163,466704,253934,431162,702501,402271,181758,856238,584160,373517,221617,218916,522185,433366,741279,70357,847319,679849,136565,858389,199754,607301,543000,162241,5554,771463,764765,421012,56719,585706,174073,728584,534245,252990,917049,758171,887020,68705,183447,737047,696685,776971,501854,425440,611199,855758,670765,523545,298746,703940,381549,567642,887851,842934,898789,938998,815418,1258,2991,87378,260654,22701,424028,340999,541309,926163,298430,338019,859467,340413,138034,507750,856643,384252,695661,627868,450334,473566,949702
83406,279757,446952,587531,877623,469048,437363,746160,467858,860814,466459,498055,487380,229392,85461,67290,888381,233091,861583,711707,872801,937997,139603,393840,980562,644759,896400,482179,13994,622843,231019,527387,724965,607377,588326,433379,244098,428904,10078,608783,957972,95356,35494,886225,246866,8816,814903,140414,879855,95286,352496,593381,585141,667649,647993,433313,139673,751905,241711,650425,857361,84279,972087,31363,835389,835698,49763,545841,943165,321406,806448,601359,789600,799166,49470,283127,653423,489605,972850,748466,567799,298894,256036,886553,446746,815970,98247,859580,27532,899147,899926,524059,120112,177712,706079,831344,34737,757815,957109,342805
638208,342940,216393,786180,723063,278767,582390,420948,91978,23930,491095,278195,339691,287279,170820,399204,697620,203597,666294,443011,433239,175157,193122,616384,268938,559634,944779,714444,679188,959377,775313,607688,947998,59548,268639,986680,772185,475302,680868,416877,380088,213192,382877,29571,472269,333306,975843,555400,846289,408005,461965,826290,991203,523901,925430,738997,567387,968776,824483,959606,646311,379512,476523,911882,14755,156610,471516,542947,59597,657997,889625,109544,437717,280158,985246,608720,253675,132528,544960,827788,836991,833333,203636,544373,874931,120912,856337,899767,217787,76887,474163,835012,469341,413712,502697,125353,132199,870463,602911,265229
864790,58015,457700,722183,338933,401160,526933,894226,778339,69275,278713,379308,864660,419903,239802,597615,479353,898538,934704,817869,708881,743196,899701,65146,335845,4236,828079,507387,366099,226563,534786,289414,68278,84879,68246,409758,123294,442961,898931,353575,120090,569069,875021,348510,41825,142254,76501,740501,456471,668217,699217,571315,628657,877753,662319,875402,467464,141250,68041,714215,307917,671132,652387,531002,715079,504762,487949,497789,935970,389221,117057,240348,684878,839238,970143,215091,760320,584062,402892,509992,495594,651334,743681,301884,89521,825949,389526,775283,179287,109272,905150,876340,999794,864242,36781,544637,997617,510960,873500,70129
987538,922707,564218,431406,337779,720696,13557,373998,922678,546435,473835,496487,308902,950834,981992,513515,992590,455790,425984,213136,193169,832738,726610,529699,829064,511826,551918,213206,587780,142678,52129,683277,608521,219578,406221,629872,555264,127492,169115,900,418105,488435,159785,666806,17822,119587,952121,975853,30818,493832,862709,242801,834254,813573,628937,2138,379662,904397,680320,378761,631919,243194,571371,981728,849668,283373,682427,358061,986926,83895,250231,811329,84332,531208,800604,738798,141577,437838,350316,478446,587363,145720,905322,640159,162856,565868,931610,783081,685656,466166,260244,569226,248696,319234,910794,885209,794570,925803,178758,517493
626969,913175,663935,389132,739982,817617,600305,84906,922351,53503,526978,118765,380081,812815,244021,884412,712619,378087,248845,252779,767221,49767,685258,620241,746660,977254,383852,260132,877458,806077,461068,90871,564226,187302,531643,354969,314715,726715,515725,790625,204413,678075,52391,801153,678537,946004,91467,908430,509905,614866,316003,77395,850600,144442,370423,622354,997553,517296,990511,226457,397945,696539,64547,747637,420343,811299,379544,319000,986051,718153,413125,98540,734533,637271,73749,120420,981595,496750,22316,53737,140788,893465,465767,560813,494406,67692,897637,288494,268974,594154,475827,368248,655577,938195,620388,282769,205102,439078,27153,876173
610054,203513,519869,53730,862175,442879,547965,566818,680364,371316,78137,456297,47749,738232,37905,954241,742347,937444,513316,240829,259892,758951,993343,356642,752834,109960,597006,430539,730692,261103,94717,450909,640039,131952,452768,652165,826982,308008,402304,884221,700550,241797,759809,290855,277367,6008,374649,436877,304229,290790,242441,936678,860177,397168,479368,564953,489569,269739,989740,183594,861644,32536,331892,748723,644332,169155,952201,543225,251339,578531,915469,895587,482455,442685,311686,55219,753768,131861,355858,395811,885511,21142,844066,288000,250268,488329,729010,202537,216198,976333,593196,304334,967701,895960,189945,1700,711736,867714,118220,38927
598155,604275,516385,7408,688903,946016,873525,113188,354505,241861,560290,612689,300739,798122,795622,781071,351034,54203,708676,992929,162393,113478,912868,481606,851792,809896,186678,247125,54094,608923,777211,511016,27653,990385,500891,331931,173801,625600,575093,750961,153434,356723,143865,850594,337804,275124,5912,801893,497359,537797,870900,722817,668053,178746,550451,959872,595982,808552,984532,885914,213759,34534,451069,13696,473659,951193,248877,386362,431377,830870,824630,452944,380499,925862,740818,737608,946912,510051,791859,452119,849184,390370,738351,976437,523252,429859,207079,323334,110781,375148,329837,342040,817101,531639,521075,774288,120175,625413,346584,334553
574575,863925,198483,672419,901822,199077,298214,496470,889894,501365,276923,533912,574208,412746,14665,702736,506698,381205,64838,358516,234175,203425,813762,393374,53481,374989,774972,165214,912211,319138,329713,204156,767192,69880,950030,158126,286375,687099,141064,512038,721300,928839,732078,749824,407261,239416,520803,218999,842373,662900,816218,793858,469053,309456,687549,986852,769912,829565,706056,595297,752850,496672,865120,67935,968544,98666,546932,402911,106951,724139,613644,782947,566578,811301,576734,944025,871440,507553,788803,472978,828785,322414,976145,278139,72738,751199,831173,922331,326957,804050,538205,463242,820733,951903,76181,708643,234850,398836,268052,832497
995374,649717,703924,932297,687622,568311,380786,634544,363165,407561,368637,468346,503365,910528,206352,338538,574084,486882,262145,579552,878316,60856,440821,84167,563195,539265,768035,233014,587321,458920,860968,660803,353815,347121,253644,952524,298131,158322,361234,741604,705871,700863,6126,374283,901487,318277,597043,297725,124927,388295,817670,981175,861977,83729,337646,236053,317737,984448,548206,749227,841837,166807,903089,105035,745068,729346,717442,133345,445734,508739,530444,859704,677693,805820,531197,955892,66584,541473,281589,480849,684833,208179,608122,326109,880836,133308,102318,959114,152817,152453,155468,89478,454370,668863,831286,790215,712683,472545,708560,958056
505727,304984,789791,236311,234226,464646,619349,615292,122536,123706,284388,735707,411250,828966,935109,399007,52117,571144,747645,320176,492884,221575,939269,482254,539951,220979,95855,60071,819492,771456,195615,895109,684269,656813,990381,33595,424196,489933,583463,83178,660121,52211,556787,711997,487860,617563,213699,645624,380581,103623,377450,262787,241210,622887,522881,413179,217714,858540,860995,283868,615355,779468,954844,919596,384755,162559,796732,113729,158740,355764,847744,582740,586137,925831,575036,9878,809359,608770,479862,268367,258022,480958,227264,48507,169159,258372,197830,605654,823687,810597,802218,708085,859365,781063,203717,993344,93534,650584,215098,243798
339622,197782,506785,950754,394547,584424,606499,714615,401477,858678,920478,750815,285521,796796,142680,504501,610650,703768,383279,728657,887274,55754,138130,863052,421689,411256,959138,750221,980996,233439,96136,384521,500223,570213,976630,492805,400823,994991,260924,665292,964254,671119,299105,531080,1363,883778,404325,301136,950578,460595,287577,84535,582140,152984,73002,580523,286944,361857,724798,858298,347851,961743,953565,205958,768222,615494,918915,602498,702109,743650,385041,251429,36663,472071,645037,278898,517813,245591,297438,650440,891383,861093,209836,399034,887873,256454,966799,619120,165262,826182,655659,546408,251255,40060,233299,361049,633419,986098,207078,757060
886318,472178,158830,810903,476456,116199,875709,635151,97191,908431,34920,39654,988568,686151,376627,504275,763473,48780,725901,701299,458837,582254,339024,170543,399134,919770,225968,360943,324495,83491,512617,832849,904605,723569,382935,297947,691681,880446,924542,81161,482622,128178,252837,883951,196197,121266,543650,314553,381980,791519,839164,680205,416864,642855,214003,617233,675159,600984,346244,364338,171398,795342,492617,354559,775039,236729,844819,816509,846214,370124,383168,861322,463856,570506,695277,960914,546268,636541,570850,927106,863753,169756,178617,243429,751755,199054,982940,709610,175354,858284,909403,961660,570557,562836,176579,513631,548427,165194,493843,535071
198727,623132,26218,318723,532953,326707,602151,361869,134834,913806,640524,658741,675299,744533,842163,516609,151784,380603,821002,171282,329909,966470,806274,222110,999774,63645,425426,404279,400233,111834,424254,613508,988061,219823,354017,266169,291427,188309,22762,449350,243565,868714,528564,914127,973929,585385,118887,926526,593521,883605,424419,607219,70671,924766,642044,104410,700196,395744,84813,214401,248724,226576,702975,754129,547242,553439,630536,985456,634242,600416,909179,570794,335354,957136,439868,601503,720235,678747,212680,81532,274407,867506,559314,464575,430244,773964,653886,657696,160937,432320,505037,375270,480321,342356,777125,383883,711528,480882,729154,937554
517207,903060,218115,873208,82601,465350,21832,808262,179128,165309,181522,691406,213685,298035,768313,501101,909457,57759,436696,572213,565024,823800,126012,300047,2022,951103,766277,751280,138779,349255,151256,496671,808634,632833,688371,639535,729295,859833,626919,180510,573264,163483,906043,77251,338469,580576,475183,805302,530732,227233,709457,148548,658083,633947,229229,182146,166269,149522,202668,954955,15810,957511,25595,971109,297526,525026,862326,896395,188930,660686,941226,975706,107846,178817,746527,49374,71192,489075,849880,997042,4293,542562,861335,909131,845336,878862,746158,117401,508974,168749,831095,928005,169402,883727,387802,382508,271380,867871,741477,447818
709611,944327,174035,244521,640894,808594,853357,398058,115405,80189,360404,828889,214531,791020,654654,26049,785756,922556,492263,833996,131267,759760,925730,832692,259327,212943,522268,397297,479058,993904,604440,944904,490392,437891,772634,744042,442849,52905,87731,797967,655549,32239,557023,719774,110319,216569,811002,138576,881888,923549,12657,377097,167729,540177,101573,39172,933223,971590,360864,644170,67854,207833,39508,469307,150012,991307,427005,955369,724220,580850,540212,705412,4929,782495,926853,8196,824612,767313,997138,227576,919535,641964,105231,268088,763821,805492,104164,469706,218984,922701,320255,857530,259773,878052,188187,759171,31593,642304,566828,376348
212470,792137,145358,489092,12747,186531,485179,838211,140971,732191,691037,34396,488807,971389,112363,743189,638506,594143,498573,567810,426447,76147,290516,561292,633297,930770,977768,93506,661702,602734,473766,356192,475526,670990,959642,88993,797723,590735,912189,101040,293224,51493,504079,768353,282914,225283,331223,453197,737359,509837,382453,905475,965255,628231,131945,618264,382959,991194,286756,706163,535160,193131,689405,50360,184353,45563,885031,839779,118067,410356,120141,572050,949386,256311,989865,349743,208443,665794,973343,622663,63444,373447,166168,231201,52114,901747,793272,372952,832039,753811,621826,394033,359214,88761,341612,548626,460494,645418,513473,814409
97093,463660,589777,187091,611292,51847,575685,842330,499676,438969,148972,28182,756646,796087,293485,115118,375030,828877,841762,665206,960137,943113,112611,648253,480753,66427,897762,497180,771281,60268,262384,651035,133517,638510,384882,765675,652882,381428,299949,340074,918919,456213,442442,454132,945277,219041,882392,19777,341699,766005,342738,618769,452967,10064,599042,601529,649383,342655,493249,701745,887792,54963,98272,649748,764048,987959,125237,364414,676198,375696,863446,291906,133388,672618,202505,868503,751133,419322,131,149379,273762,872413,601212,321121,284222,435260,903750,925099,505243,627545,719237,23815,574891,46439,422474,467682,22530,64981,923950,534097
366734,363883,151289,149524,350738,335900,784007,486688,464745,131166,886381,674526,835144,656454,983916,979789,250078,624534,728216,498121,849814,190837,124056,2691,152868,534115,510585,385155,310528,3456,815225,638383,448285,244010,803366,823954,852177,467199,970697,841229,78456,237523,817553,405770,466259,951532,965003,765262,574492,915918,495382,165929,325931,296366,558255,67384,68885,166701,947434,811070,710427,970244,998428,987455,150002,958476,530413,73994,311752,895161,834753,2249,640175,803164,245056,64029,263075,102631,483668,418827,381228,886755,420500,283777,48086,219088,239100,29161,702282,7536,610882,408031,248872,652426,320209,103583,535519,164787,883428,666424
847728,762638,806995,632916,710399,688633,320880,531602,873182,54445,500351,432707,904274,630147,983036,585159,840621,468761,545177,179022,634426,962956,533968,479563,793646,92623,880789,3774,511481,678432,565705,478407,320445,601541,913145,682487,946729,98999,510981,110039,545217,688755,147332,777540,398992,898291,306975,60957,219393,82741,950391,16272,114580,12311,216149,11329,642414,516943,245467,193667,90780,368379,7694,602662,478803,308049,744420,839334,262358,514190,446719,341146,839127,982492,626428,181193,122929,579927,328469,268113,550195,180435,678460,55594,33961,286447,77298,900563,846591,395638,169132,430396,416160,728737,406415,951804,911977,951410,345936,290174
886690,209952,130790,520468,905454,402471,215683,78647,933054,602832,377430,664899,792170,333426,692629,203736,958710,711804,166823,442722,632958,929961,529284,626438,680788,923191,152750,405662,312408,693869,890678,490621,805805,326372,549835,388724,896820,676088,828381,110000,279156,767614,215978,33966,436496,936858,262015,569703,359489,26741,500370,826998,258909,45790,246396,660699,329343,659463,12905,718040,391058,33409,405956,716280,921329,984015,983420,896297,865691,800942,554935,418814,127035,654587,863952,274526,840149,70662,378730,268097,152837,630963,316307,959109,498624,738583,12657,605314,576410,807360,654934,878217,902364,152148,192500,790956,60611,389767,299896,734154
104120,792556,782708,532351,253278,70862,625767,24584,61949,129525,450560,672304,856097,498396,48689,313764,641596,786366,289080,497818,818417,595088,536379,330807,411632,793986,343143,462553,367761,679539,567736,651743,491063,398398,477432,66494,410970,969090,780700,728992,765628,756557,843255,770135,978660,111271,396017,492010,258021,36870,974380,726399,147880,147809,704795,380932,76319,410782,142905,798901,930242,4620,650006,678501,253548,843166,293888,26763,93217,797866,711374,783386,623886,825399,34926,405416,249594,480845,880828,280613,599103,26129,155114,833895,194813,829772,338009,671084,52272,734283,499432,943295,289702,376498,113667,964848,432455,84472,716649,506739
328021,753500,835990,253642,534379,435109,157620,600442,937445,107669,899972,550421,427300,152296,247471,447314,532737,354587,773093,881670,734066,406373,604140,641070,127380,496142,310401,578533,943604,426883,33032,929428,924976,358243,259915,786839,511534,562484,684763,92306,872567,942933,96504,845868,909387,11242,523636,650311,385084,649268,762831,575644,631883,278132,839821,426778,631586,833451,270113,400741,554211,443810,90293,744356,32519,429686,37166,975796,522293,909622,383187,884442,254943,909042,894551,398457,624983,567555,894502,214087,3760,880570,235045,244789,640882,304455,825604,883678,945368,390735,801301,157029,625129,698956,85778,531133,888556,263593,234709,839642
495490,152282,230691,657920,562905,291758,622268,715878,280659,412215,362142,781371,135401,902061,289565,499508,783570,677030,149727,696590,128926,945942,886401,514957,679377,976792,125373,752219,827035,781409,190802,428585,14358,325218,134616,450463,572233,792003,419679,532490,925698,899073,544788,901115,51732,808584,334838,228606,822385,348170,165387,28036,955366,680259,860549,939088,680163,917416,256618,885608,920036,299994,73298,767376,84861,728738,447835,651214,169419,531403,633765,13997,470319,886315,113940,442486,659515,294703,950364,694256,206727,554718,879267,557814,752310,894891,841829,130770,189073,153555,28805,8986,596412,609011,918916,733549,301077,495525,258089,732828
116673,746017,809771,745209,337077,584284,468899,87174,828701,685914,267252,969481,183693,299871,411126,236413,194975,705351,180466,522286,296102,462729,925226,215811,909,906598,680011,514904,522022,102829,996881,358905,625206,393306,7563,545240,509062,246704,45300,841715,48155,316252,783399,972398,586423,778022,727671,650953,664582,938775,535035,398380,670425,440479,132787,439148,547598,395076,398212,751325,522303,490383,88588,250777,447504,637925,709417,992620,932189,92139,953536,162712,970453,596967,240151,70202,299972,813527,76618,354409,131924,158096,62053,701814,86390,616750,173689,651367,498647,284439,830544,818343,938164,226,640354,7256,106332,106705,367046,239532
346075,249545,387003,420981,640042,787533,269922,843968,740443,826085,182111,65343,610312,701524,111529,95733,597794,812215,814560,89346,731253,903848,452177,70595,241203,731839,40396,424466,540170,953824,208827,116244,646185,108322,983496,248269,606317,816678,830038,488989,760705,915100,900966,214159,547016,784689,194361,746865,475506,583217,260474,84731,298063,917122,470466,269395,762948,772150,21202,879975,798151,324098,669012,296224,929946,281889,168797,745142,477083,653411,966574,312959,76347,791395,365321,585058,183255,76827,153578,826860,300887,383823,650715,817353,766244,374113,189782,646467,3506,282816,638565,592034,325222,988951,123148,735851,156533,434591,832227,359846
76146,556882,273858,131968,699626,485854,182635,101125,201505,134660,323722,950541,532084,247611,437220,669055,547651,609016,863122,380634,748931,156613,58030,339641,817159,377486,972603,605280,338170,927977,898415,850692,256718,285424,779926,701366,492462,967665,476110,994906,490528,503404,768751,388024,453205,132767,758483,565194,648602,798039,220371,857877,904720,291949,725843,339380,272609,170192,663985,535806,829093,267289,176074,431130,475603,785200,130565,51261,627470,28990,136108,694526,515631,542537,808465,793666,501818,276560,119577,886587,970287,942522,638093,90499,74616,182369,31591,724910,144073,635891,789827,566210,377352,821569,304812,319305,784959,503687,260923,732450
162866,921068,222146,83517,73609,769529,817660,740400,758225,961192,466372,786976,422511,943725,1215,981267,570152,346406,557459,299715,158989,665223,684172,792389,348560,250000,344938,328566,927479,756049,288168,606141,766007,846138,901972,595667,68443,217965,869396,414160,661176,783464,247811,554381,229509,6813,766617,21735,393043,252466,204138,662246,914734,6803,746399,799652,907791,974572,119776,518922,821958,636987,953907,946922,966603,67251,437479,320772,133966,134499,805929,524717,944252,988340,409836,371125,226777,445976,266148,459043,432849,259550,133628,419171,506812,324257,684658,443038,435607,793004,815539,752089,789236,501218,555138,630713,97899,245601,615687,304891
766945,267156,39410,296492,556321,969072,689094,717854,558986,533308,875712,393038,458013,208166,757250,546647,357324,700969,109134,6511,597262,659143,579965,909944,635970,525514,259549,51076,731924,164208,280325,259354,547051,541223,788093,869593,787520,969426,180386,930593,45056,240570,8756,671561,904805,572374,155377,502318,567690,188191,324129,716010,552885,142196,380302,396509,576700,19303,577538,932190,106784,732124,970521,608847,719638,302683,458969,47933,385291,361653,287513,816695,450474,806614,790153,282886,68216,54836,637487,424228,905523,417263,153974,539954,937086,660922,394597,258917,847898,945052,376938,67187,181500,575706,185804,291378,461611,346912,318098,459861
235819,27655,658420,158720,802644,408521,327325,745990,746327,173873,117457,173955,627373,841875,510034,165680,714277,907029,218460,870949,211757,836649,859288,523330,477311,889873,64983,509408,620761,733542,229919,21774,138903,769485,969763,386733,993428,326326,137075,384692,562593,633799,541561,314925,159243,152532,136865,709775,464811,113183,700850,179904,803649,513908,548394,207766,784568,526443,570981,421983,721129,73046,594822,861964,448746,652543,303404,607401,278830,799543,796150,954083,444283,456829,599778,842607,31104,187189,943590,947918,452930,810814,928873,672685,372270,405637,438768,678618,465017,953260,354634,338955,895851,545389,749259,124790,453181,74657,663308,703623
918943,660039,690075,853710,467849,458425,806086,824751,190355,25576,56721,142850,171336,625808,29418,472280,678411,114701,235988,289010,172674,323639,801091,299564,775604,552727,554648,730621,773603,900838,138081,794057,189333,28877,127300,133649,128224,935254,273158,942674,638115,872519,367010,236126,187237,545604,255042,305754,15450,587447,962556,849834,7841,633990,359227,113971,540773,416363,517051,886112,149311,434620,58945,380969,722342,95029,667158,296330,598523,151767,436321,12584,228946,263606,511337,215007,346045,747793,413561,55658,389968,474432,825304,303574,821773,565637,54287,259940,589063,479682,198571,238937,780172,617272,144043,716104,401447,462332,707253,401151
14287,74548,591028,445947,926614,94803,375357,545954,111590,904455,633241,905403,630517,14130,316410,111782,629427,60616,673963,477387,305477,516285,707000,813593,315740,311234,344912,666272,861059,761756,875826,871223,172708,850210,959585,770185,875004,67320,646758,324029,640312,879740,373575,766715,168004,519677,627419,713886,306327,263614,915996,614996,93084,627661,191947,776943,864488,333515,135328,765444,318546,252305,199995,68917,551866,403752,750092,487133,384725,61315,213613,543828,410586,900954,56195,443454,537767,133974,540902,857355,197937,155525,61284,661041,18505,291032,973822,764618,243609,682085,137768,629775,857001,899789,348304,486259,679486,704093,460831,364209
